,ID,Date,plot_ID,r_mean,g_mean,b_mean,r_stdev,g_stdev,b_stdev
17,07_02_EL19_fill-1-18,07_02,EL19_fill-1-18,138.29752066115702,139.93801652892563,135.1656649135988,31.84685004535752,27.919333880519662,30.479581091279577
18,07_02_EL19_5098-1-19,07_02,EL19_5098-1-19,146.3514739229025,144.1628873771731,141.6031746031746,23.381371167566304,22.907018393883284,23.682392247902033
19,07_02_EL19_5099-1-20,07_02,EL19_5099-1-20,141.05714285714285,142.87269439421337,136.499095840868,28.258030193478596,23.969795184697944,27.486250001124436
20,07_02_EL19_fill-1-21,07_02,EL19_fill-1-21,136.40551470588235,138.9720588235294,133.48492647058825,31.00032457967797,26.47539661909715,29.28382235224198
21,07_02_EL19_fill-1-22,07_02,EL19_fill-1-22,136.8594649508974,138.49813748730105,133.40873687775144,28.756009610827736,24.80689813417545,27.086754972030555
22,07_02_EL19_fill-1-23,07_02,EL19_fill-1-23,134.20110382890653,136.3487409451535,130.57951017592274,28.29891806141055,24.230905717543727,26.669386655435172
23,07_02_EL19_fill-1-24,07_02,EL19_fill-1-24,136.59212598425196,137.1492125984252,131.85157480314962,28.187840099379198,24.417551010117776,26.56031980799182
24,07_02_EL19_fill-1-25,07_02,EL19_fill-1-25,136.72627737226279,138.11788321167884,131.79671532846714,30.75763949026673,26.360940905973056,28.77432790050149
25,07_02_EL19_fill-1-26,07_02,EL19_fill-1-26,145.54064096609383,144.39108221086855,139.13190896423595,27.48240983488271,24.457066440494103,26.413133014792795
26,07_02_EL19_fill-1-27,07_02,EL19_fill-1-27,141.3438458169076,140.75733683749453,134.4467805519054,27.359417423441258,24.37682162103064,25.960330789255732
27,07_02_EL19_fill-1-28,07_02,EL19_fill-1-28,148.54396355353074,147.84738041002277,141.14168564920274,28.73298717842566,25.222165741353404,27.42666475763936
28,07_02_EL19_fill-1-29,07_02,EL19_fill-1-29,157.17188940092166,155.08755760368663,148.79354838709676,24.902343938565387,22.66163563944383,24.578526591773215
29,07_02_EL19_fill-1-30,07_02,EL19_fill-1-30,152.7073841319717,151.41948153967007,143.55655930871956,25.676045888854617,23.405522107276262,25.185897100445715
30,07_02_EL19_fill-1-31,07_02,EL19_fill-1-31,150.5839580209895,148.93778110944527,141.14767616191904,26.130417575804298,24.28898685646942,25.406465609864505
31,07_02_EL19_fill-1-32,07_02,EL19_fill-1-32,159.4171314741036,156.38645418326692,149.13306772908368,22.894478365666167,22.268186189241387,22.928654966320213
32,07_02_EL19_fill-1-33,07_02,EL19_fill-1-33,157.80322307039864,154.92027141645463,147.17175572519085,25.574823012634155,24.924587242846357,25.468486429097016
33,07_02_EL19_fill-1-34,07_02,EL19_fill-1-34,154.2881794650561,152.053494391717,143.41846419327007,25.696524908405397,23.427399739730795,24.796940461487427
34,07_02_EL19_fill-1-35,07_02,EL19_fill-1-35,159.251356238698,156.35804701627487,147.56509945750452,24.315656044406246,24.122955307254852,24.62949904652411
35,07_02_EL19_fill-1-36,07_02,EL19_fill-1-36,148.1661087866109,147.16861924686194,136.56569037656905,28.69909313481645,25.09375510328325,27.377836167052823
36,07_02_EL19_fill-1-37,07_02,EL19_fill-1-37,154.84318181818182,152.30545454545455,143.165,27.478420966163025,25.03498901737829,26.62671323431744
37,07_02_EL19_fill-1-38,07_02,EL19_fill-1-38,156.94971780400206,154.12160082093382,145.19189327860443,25.84089956882453,23.25230090186168,25.013571592559877
38,07_02_EL19_fill-1-39,07_02,EL19_fill-1-39,150.23284927391086,148.0300450676014,138.7190786179269,28.240350517273914,24.88569255688988,26.61784591198765
39,07_02_EL19_fill-1-40,07_02,EL19_fill-1-40,148.56490093004447,148.2365547917509,138.2078447230085,30.527309073551496,25.729617057993334,28.238202908187507
40,07_02_EL19_fill-1-41,07_02,EL19_fill-1-41,147.07140214576395,146.7069922308546,137.6818349981502,30.883674320278747,27.40246101483303,28.928549630981998
41,07_02_EL19_fill-2-1,07_02,EL19_fill-2-1,158.8815476190476,154.1345238095238,149.9125,21.19299877617547,22.339222373110676,21.910942946075682
42,07_02_EL19_fill-2-2,07_02,EL19_fill-2-2,160.21093247588425,154.84372990353697,150.4450160771704,20.580926278443016,21.952549541711836,21.42581780274613
43,07_02_EL19_5101-2-3,07_02,EL19_5101-2-3,156.0479704797048,151.97847478474785,145.8849938499385,21.010330913845294,20.790622836231737,21.145786906796676
44,07_02_EL19_5102-2-4,07_02,EL19_5102-2-4,150.02851711026616,148.5579847908745,139.15779467680608,25.959259651637645,23.64229514577869,26.11071941124478
45,07_02_EL19_5103-2-5,07_02,EL19_5103-2-5,150.62615012106536,149.19515738498788,140.43825665859563,24.99799786453316,22.457478679289476,24.477231725182484
46,07_02_EL19_5104-2-6,07_02,EL19_5104-2-6,154.1071919377004,150.75080164910673,144.84562528630326,20.892362147405414,20.57561267353748,21.193436886414272
47,07_02_EL19_5105-2-7,07_02,EL19_5105-2-7,151.98642917726886,150.1289228159457,143.6552162849873,21.99675570761397,20.870987911139075,21.93753127067594
48,07_02_EL19_5106-2-8,07_02,EL19_5106-2-8,141.9880281690141,142.40598591549295,135.2531690140845,28.021274518264686,24.330419633927967,27.260080726685068
49,07_02_EL19_5107-2-9,07_02,EL19_5107-2-9,140.40893108298172,141.65752461322083,135.9142053445851,29.244655606044986,24.924666158386664,27.336628630788958
50,07_02_EL19_5108-2-10,07_02,EL19_5108-2-10,139.47650273224045,140.58214936247722,133.49544626593806,26.318792507951677,23.21513126653775,25.459825102905274
51,07_02_EL19_5109-2-11,07_02,EL19_5109-2-11,136.92416908680218,138.34979025492095,131.95256534365924,29.71174827760692,25.120759520065604,28.407313790523325
52,07_02_EL19_5110-2-12,07_02,EL19_5110-2-12,137.1873487729001,138.43553404770134,133.23401313515382,29.96040758173565,24.880427930764057,27.788301250946972
53,07_02_EL19_5111-2-13,07_02,EL19_5111-2-13,136.92917847025495,137.80099150141643,132.43590651558074,30.43508934970336,27.1541704952105,29.592703329664445
54,07_02_EL19_5112-2-14,07_02,EL19_5112-2-14,135.0523864959255,136.75436554132713,130.24679860302678,28.681250014875207,24.536522984441323,27.523952274194016
55,07_02_EL19_5113-2-15,07_02,EL19_5113-2-15,130.21993379919087,132.39352703199705,126.75137918352335,28.826078146452787,24.801989390612793,26.51316146379054
56,07_02_EL19_5114-2-16,07_02,EL19_5114-2-16,137.4317525773196,138.08536082474228,133.91051546391753,31.672005076239188,26.440225647785365,29.4987524338739
57,07_02_EL19_5115-2-17,07_02,EL19_5115-2-17,140.34857142857143,141.14035714285714,136.90964285714287,28.48309699942601,25.006750354412528,27.18110525534345
58,07_02_EL19_5116-2-18,07_02,EL19_5116-2-18,144.63125481139338,143.39684372594303,140.59045419553502,26.48448766855005,23.86184609222382,25.87120615954002
59,07_02_EL19_5117-2-19,07_02,EL19_5117-2-19,135.16381766381767,135.8411680911681,131.63105413105413,26.554946321969474,23.34850173562361,25.585970478275847
60,07_02_EL19_5118-2-20,07_02,EL19_5118-2-20,136.758199581298,138.40055826936498,133.22400558269365,27.577828514734044,24.207726393452013,26.86143221161717
61,07_02_EL19_5119-2-21,07_02,EL19_5119-2-21,129.1058901389808,132.40701522170747,126.07114493712773,31.496736248249555,25.832163781347862,29.696331923402624
62,07_02_EL19_5120-2-22,07_02,EL19_5120-2-22,138.52364273204904,139.96112084063049,133.58528896672505,28.94094314201591,25.065846602042495,27.93069422330183
63,07_02_EL19_5121-2-23,07_02,EL19_5121-2-23,138.67947386638974,139.29352717203184,133.72447213568708,29.080573857824273,25.171593172161984,27.80549702410695
64,07_02_EL19_5122-2-24,07_02,EL19_5122-2-24,149.22730799069046,147.06594259115593,142.75756400310317,25.075027483637612,23.351764906261216,24.588151879414337
65,07_02_EL19_5123-2-25,07_02,EL19_5123-2-25,140.09644846796658,139.6908077994429,133.3241643454039,27.196591231881698,23.71144187006791,25.831846473504957
66,07_02_EL19_5124-2-26,07_02,EL19_5124-2-26,137.5648590021692,137.2229934924078,130.6169197396963,27.511223669054363,23.296822079127065,25.220733349399104
67,07_02_EL19_5125-2-27,07_02,EL19_5125-2-27,142.21272114574558,142.1095197978096,135.34877843302442,29.064639991918703,24.73917480130202,26.307776794562184
68,07_02_EL19_5126-2-28,07_02,EL19_5126-2-28,152.69589293954778,150.25011536686662,144.1236732810337,23.643948169950864,22.133090645235917,23.213200064408007
69,07_02_EL19_5127-2-29,07_02,EL19_5127-2-29,148.93032621828434,147.28956906967377,140.26137736608942,26.661492680575734,23.89170099102453,26.15463657825232
70,07_02_EL19_5128-2-30,07_02,EL19_5128-2-30,142.79512360311548,142.87944463257705,134.60582458516762,27.353781327386237,24.574213426783803,26.172020449510562
71,07_02_EL19_5129-2-31,07_02,EL19_5129-2-31,146.32184700206753,144.22674017918678,136.907649896623,25.784628860104124,23.085716248643656,24.600210819113173
72,07_02_EL19_5130-2-32,07_02,EL19_5130-2-32,147.27304591657904,145.91097090781633,136.52681388012618,28.706122669083864,25.031882801650728,27.21588667738209
73,07_02_EL19_5131-2-33,07_02,EL19_5131-2-33,149.7385734072022,148.0474376731302,138.36461218836564,25.767590014559932,23.50352803178054,25.00696863988452
74,07_02_EL19_5132-2-34,07_02,EL19_5132-2-34,139.67067562787406,140.01344181110719,128.5688008489565,32.19949755759594,27.136046132789314,29.943680139006293
75,07_02_EL19_5133-2-35,07_02,EL19_5133-2-35,135.0807073954984,134.65112540192925,124.83279742765274,31.943957954595973,27.589140133109723,29.198960658318217
76,07_02_EL19_5134-2-36,07_02,EL19_5134-2-36,134.98104265402844,134.62668611009843,124.34815895005468,29.224070930356817,24.382540645330714,26.241476044423322
77,07_02_EL19_5135-2-37,07_02,EL19_5135-2-37,136.6585179526356,135.69365928189458,125.57066462948816,29.861728957697824,25.830524894651983,27.30024842416683
78,07_02_EL19_5136-2-38,07_02,EL19_5136-2-38,135.05784789644014,135.30906148867314,123.9336569579288,33.15572034937864,28.068294732160908,30.826278685638563
79,07_02_EL19_5137-2-39,07_02,EL19_5137-2-39,141.89219015280136,140.7792869269949,131.5199490662139,33.26368062218202,28.55408121094586,30.52788264604846
80,07_02_EL19_5138-2-40,07_02,EL19_5138-2-40,144.84119200301774,143.746887966805,134.86005281026027,32.20302424467493,27.340543961033028,29.81032542145519
81,07_02_EL19_5139-2-41,07_02,EL19_5139-2-41,144.87420269312545,144.83238837703757,135.83628632175763,30.6973906309266,27.401473267356863,29.234935399502174
82,07_02_EL19_fill-3-1,07_02,EL19_fill-3-1,161.88875669244499,157.29803688280785,152.66924449732304,19.670472757734885,20.79273687752921,20.43191510178369
83,07_02_EL19_fill-3-2,07_02,EL19_fill-3-2,157.5703125,152.7560096153846,147.28966346153845,20.80054137781135,21.843467341207038,21.723490313391043
84,07_02_EL19_5178-3-3,07_02,EL19_5178-3-3,140.85924796747966,142.65447154471545,130.84400406504065,29.096442301324437,24.358834993116208,27.790990457503174
85,07_02_EL19_5177-3-4,07_02,EL19_5177-3-4,144.88545627376425,144.93346007604563,135.59838403041826,29.3166699981803,24.696374821906605,27.935218471556478
86,07_02_EL19_5176-3-5,07_02,EL19_5176-3-5,153.41912950026867,150.837184309511,144.40408382590005,23.46909520123015,21.44868428235094,23.359648704860035
87,07_02_EL19_5175-3-6,07_02,EL19_5175-3-6,146.75112382509195,145.31998365345322,139.65508786268902,26.18085593836393,23.575321201338024,25.209983990209807
88,07_02_EL19_5174-3-7,07_02,EL19_5174-3-7,150.33059281696237,149.04500216356556,143.19428818693206,22.73532471906469,21.292025617140055,22.620870765752937
89,07_02_EL19_5173-3-8,07_02,EL19_5173-3-8,158.72533333333334,155.1671111111111,152.51422222222223,20.860951670041654,20.931648553575428,21.784261382249333
90,07_02_EL19_5172-3-9,07_02,EL19_5172-3-9,159.859649122807,155.49415204678363,154.32797270955166,19.491882556364633,20.455454329129388,20.43145387254457
91,07_02_EL19_5171-3-10,07_02,EL19_5171-3-10,147.12558502340093,146.1489859594384,141.04836193447738,24.69343492298984,22.291589838145104,24.507382240543173
92,07_02_EL19_5170-3-11,07_02,EL19_5170-3-11,139.57117873382302,139.7394193774047,134.76215459951032,26.917299836453456,22.692723849021544,25.091743943186763
93,07_02_EL19_5169-3-12,07_02,EL19_5169-3-12,133.8344873062974,136.14408176722716,129.82426640290143,31.222111104839282,25.26161294293774,28.71789439427761
94,07_02_EL19_5168-3-13,07_02,EL19_5168-3-13,136.3057761732852,139.25703971119134,131.9465703971119,31.30204446310117,25.854657989128192,29.747147332777647
95,07_02_EL19_5167-3-14,07_02,EL19_5167-3-14,133.28526768268856,136.05627198124267,130.03008987885892,32.80805023942698,27.08012245878155,30.746464311559023
96,07_02_EL19_5166-3-15,07_02,EL19_5166-3-15,140.42884071630536,140.4660697455231,136.6550424128181,25.966101963479677,22.423173431794236,24.142273283315117
97,07_02_EL19_5165-3-16,07_02,EL19_5165-3-16,132.1366245694604,135.51626482969766,128.14389590508995,30.26349461083424,25.281724712129225,28.903890319950904
98,07_02_EL19_5164-3-17,07_02,EL19_5164-3-17,145.58249772105742,144.12898814949864,140.44165907019143,25.848479603584302,23.131658862869067,25.144099366466612
99,07_02_EL19_5163-3-18,07_02,EL19_5163-3-18,146.66166858900422,145.02845059592465,142.13763936947328,23.378772985160342,22.20195672817963,23.345455208387314
100,07_02_EL19_5162-3-19,07_02,EL19_5162-3-19,142.7708944281525,142.1649560117302,139.17228739002934,26.592386983452027,24.05475792289896,26.12483798716788
101,07_02_EL19_5161-3-20,07_02,EL19_5161-3-20,142.96654545454547,141.5770909090909,139.4450909090909,25.41932739534338,23.369702995314732,24.979578481547243
102,07_02_EL19_5160-3-21,07_02,EL19_5160-3-21,142.46936656282452,141.0,138.6576670128072,26.768885810875524,24.172295329485053,25.791007155507675
103,07_02_EL19_5159-3-22,07_02,EL19_5159-3-22,128.8609865470852,131.5060858424087,125.37411915438821,30.930147697327254,26.378461986377047,28.589152557729573
104,07_02_EL19_5158-3-23,07_02,EL19_5158-3-23,135.99015748031496,136.45209973753282,129.73654855643045,29.116166193572823,24.75951287289813,27.40095658109728
105,07_02_EL19_5157-3-24,07_02,EL19_5157-3-24,151.70426173052087,149.49892380542403,144.00559621179508,26.976381571819182,24.102661810157848,26.04500616106491
106,07_02_EL19_5156-3-25,07_02,EL19_5156-3-25,131.41172551632246,133.43904063957362,123.90139906728848,30.279400396823362,25.036150766387443,28.068600296424467
107,07_02_EL19_5155-3-26,07_02,EL19_5155-3-26,143.50995850622408,141.90995850622406,133.95435684647302,27.448160588935714,24.454169746978774,26.206360703567636
108,07_02_EL19_5154-3-27,07_02,EL19_5154-3-27,140.27261563651248,139.27015963978715,129.4633647155137,27.184060629870093,23.158833526016064,26.128764114381326
109,07_02_EL19_5153-3-28,07_02,EL19_5153-3-28,140.35985887887102,139.2406899255194,130.78047824382594,30.165384976883804,26.193729352770067,28.327116280885367
110,07_02_EL19_5152-3-29,07_02,EL19_5152-3-29,138.39185750636133,138.78625954198472,129.23991275899672,30.690902280099177,26.144829633900937,28.87027825277036
111,07_02_EL19_5151-3-30,07_02,EL19_5151-3-30,145.71167127071823,145.21995856353593,134.8522099447514,27.62867678396549,24.64784012716691,27.090118560313943
112,07_02_EL19_5150-3-31,07_02,EL19_5150-3-31,143.8140774973338,143.33416281549947,132.73373622467116,29.47996259082977,25.84283309522047,27.654515915295754
113,07_02_EL19_5149-3-32,07_02,EL19_5149-3-32,142.8234903782349,141.41008626410087,130.9761114797611,26.200876447396848,23.54347253550463,25.03470064366931
114,07_02_EL19_5148-3-33,07_02,EL19_5148-3-33,161.18477251624884,155.12952646239555,148.87093779015785,20.00903721203481,21.08011019982316,20.77318871959635
115,07_02_EL19_5147-3-34,07_02,EL19_5147-3-34,151.31645056726094,148.43557536466776,140.06158833063208,27.306231162107732,24.763107525474112,25.675792230769478
116,07_02_EL19_5146-3-35,07_02,EL19_5146-3-35,133.01779876498367,132.49001089720306,121.40501271340356,30.169579626389112,26.882158155012426,28.116810247043116
117,07_02_EL19_5145-3-36,07_02,EL19_5145-3-36,135.0435075885329,135.212478920742,125.33524451939292,34.147391229399155,28.219522978825726,30.63014955437295
118,07_02_EL19_5144-3-37,07_02,EL19_5144-3-37,148.86351228389444,145.1164695177434,135.95859872611464,26.217040375430603,24.06621294016782,25.911329774620945
119,07_02_EL19_5143-3-38,07_02,EL19_5143-3-38,153.92534281361097,148.95632300660233,142.31589639410868,24.93707553985608,23.698202435374125,24.55568080047113
120,07_02_EL19_5142-3-39,07_02,EL19_5142-3-39,136.6715963462375,137.19138755980862,127.0034797738147,31.274446001326833,25.863955764305086,28.51448238880674
121,07_02_EL19_5141-3-40,07_02,EL19_5141-3-40,145.36627906976744,143.58762458471762,135.11129568106313,27.77439634966848,25.181563471124566,26.937341108082563
122,07_02_EL19_5140-3-41,07_02,EL19_5140-3-41,143.6937172774869,143.3941660433807,135.81899775617052,32.88987937840032,28.42192230323724,30.76767143090628
123,07_02_EL19_fill-4-1,07_02,EL19_fill-4-1,155.3930799773114,151.28190584231425,145.98071469086784,22.125770353156422,22.657957245936053,22.62748402025976
124,07_02_EL19_fill-4-2,07_02,EL19_fill-4-2,154.95025188916875,151.5031486146096,144.77392947103274,20.466535150291676,21.07120260549737,21.289315025758196
125,07_02_EL19_5179-4-3,07_02,EL19_5179-4-3,145.3559405940594,144.80346534653467,137.13465346534653,29.93103414036465,26.624244758977095,28.631416071498283
126,07_02_EL19_5180-4-4,07_02,EL19_5180-4-4,152.1063953488372,150.07790697674417,143.2813953488372,24.691081847005925,22.66257996812342,24.19207371974629
127,07_02_EL19_5181-4-5,07_02,EL19_5181-4-5,150.58415328845157,148.25530813050233,142.3531848783014,25.819250912130286,23.71579492791754,25.31387552816519
128,07_02_EL19_5182-4-6,07_02,EL19_5182-4-6,142.49734151329244,142.1402862985685,136.26298568507158,29.5900055056846,25.634268965921052,27.89485093629246
129,07_02_EL19_5183-4-7,07_02,EL19_5183-4-7,146.58271411810716,144.63355494720375,140.01759874853343,24.19589260759463,22.22161850595211,23.18549921920905
130,07_02_EL19_5184-4-8,07_02,EL19_5184-4-8,133.9804605722261,136.42428471737614,128.34647592463364,31.11493586902197,25.465290135195637,29.367794385821746
131,07_02_EL19_5185-4-9,07_02,EL19_5185-4-9,137.03332139018272,138.7724829810104,130.99319240415622,26.421927335561687,22.66958019457322,25.49295264663571
132,07_02_EL19_5186-4-10,07_02,EL19_5186-4-10,140.33357117374243,140.2511594719943,134.83660363895825,27.867568888795986,24.30778422486943,26.77766311940909
133,07_02_EL19_5187-4-11,07_02,EL19_5187-4-11,133.6918547595682,134.78802747791954,128.84952567877005,27.259585273103877,22.69161169746574,25.50885780487317
134,07_02_EL19_5188-4-12,07_02,EL19_5188-4-12,136.07435412728418,136.89886578449907,130.471329552615,28.185422537655896,23.008997650269265,26.84850807897134
135,07_02_EL19_5189-4-13,07_02,EL19_5189-4-13,126.17493638676845,130.47837150127228,122.10591603053435,32.47319453064181,25.37113966167328,29.423118917092488
136,07_02_EL19_5190-4-14,07_02,EL19_5190-4-14,136.86309963099632,139.00332103321034,131.16125461254612,31.175471245342536,25.836117594471744,30.35352504630923
137,07_02_EL19_5191-4-15,07_02,EL19_5191-4-15,133.87853773584905,135.72798742138366,128.08647798742138,27.761876247337216,22.375181528760496,26.425783823108432
138,07_02_EL19_5192-4-16,07_02,EL19_5192-4-16,131.4330304227578,134.8478862109838,126.9403397866456,30.903569249431552,24.441463799141744,28.691310547135494
139,07_02_EL19_5193-4-17,07_02,EL19_5193-4-17,134.51371308016877,135.971870604782,128.80590717299577,29.14460210026534,25.17106964303378,28.286999935914505
140,07_02_EL19_5194-4-18,07_02,EL19_5194-4-18,127.43938867662382,130.83883292810003,124.04237582493921,34.25341510861676,28.09157576703828,31.760400069277868
141,07_02_EL19_5195-4-19,07_02,EL19_5195-4-19,134.06858330446832,135.46172497402148,130.1541392448909,28.564297026608113,24.90394242078113,27.40971703022617
142,07_02_EL19_5196-4-20,07_02,EL19_5196-4-20,147.03265765765767,144.67079579579578,142.5746996996997,23.803884531884275,22.762172967004695,23.823650627844806
143,07_02_EL19_5197-4-21,07_02,EL19_5197-4-21,125.93191340782123,128.7657122905028,122.93784916201118,30.779248053892108,26.320174520290102,28.534253286200812
144,07_02_EL19_5198-4-22,07_02,EL19_5198-4-22,129.4759675405743,132.28121098626715,124.02496878901373,31.924811905549117,27.08318857930201,29.921168163108923
145,07_02_EL19_5199-4-23,07_02,EL19_5199-4-23,137.51284835323924,138.5070575461455,129.7557003257329,29.203859700244216,24.671532349331326,27.760810484205958
146,07_02_EL19_5200-4-24,07_02,EL19_5200-4-24,145.0254867256637,144.88318584070797,136.79610619469025,28.65783147537541,25.111024373522067,27.620791612639096
147,07_02_EL19_5201-4-25,07_02,EL19_5201-4-25,146.30364524614805,145.28184892897406,137.25178504321684,30.248014007019382,26.480838676886858,29.071452705599825
148,07_02_EL19_5202-4-26,07_02,EL19_5202-4-26,147.6855225311601,145.29530201342283,138.08293384467882,29.110915839214087,25.846105087268477,27.37693766294724
149,07_02_EL19_5203-4-27,07_02,EL19_5203-4-27,148.29744680851064,146.1923404255319,137.13489361702128,26.147069759245053,23.727173046848364,25.26626396632993
150,07_02_EL19_5204-4-28,07_02,EL19_5204-4-28,141.969350224765,142.05353494074376,131.87290559869228,29.96584797184372,26.07409709301891,28.33016613113408
151,07_02_EL19_5205-4-29,07_02,EL19_5205-4-29,150.31129580657347,147.7041934265206,139.3551190026445,25.2168935523211,23.420967467259015,24.646987523937018
152,07_02_EL19_5206-4-30,07_02,EL19_5206-4-30,139.5852534562212,140.6855724920241,128.80822403403047,31.79565041478487,26.924336474834064,30.162110755865427
153,07_02_EL19_5207-4-31,07_02,EL19_5207-4-31,147.6162833150785,144.73603504928806,135.6695874406718,25.760724813909324,23.80151483829858,25.028340230518864
154,07_02_EL19_5208-4-32,07_02,EL19_5208-4-32,146.90438533429187,145.25233644859813,134.1998562185478,26.623823232247254,23.118667805119184,25.67444004468704
155,07_02_EL19_5209-4-33,07_02,EL19_5209-4-33,139.43989254533244,138.7505036937542,129.5201477501679,29.265041269388806,25.018163534367126,26.321628228032104
156,07_02_EL19_5210-4-34,07_02,EL19_5210-4-34,141.3306911857958,140.93436905516805,129.15187064045656,29.254356002102522,25.357972567273976,27.719199648743388
157,07_02_EL19_5211-4-35,07_02,EL19_5211-4-35,138.67519004837595,137.5822391154112,128.10953697304768,30.16706952743852,27.03750341225228,28.311109731835444
158,07_02_EL19_5212-4-36,07_02,EL19_5212-4-36,135.06595303867402,135.478591160221,123.70372928176796,31.934499041084788,26.821965791676366,29.834545472179073
159,07_02_EL19_5213-4-37,07_02,EL19_5213-4-37,138.7766308835673,137.3757225433526,128.1317093311313,29.935716321000033,25.53065147220953,27.204056910711444
160,07_02_EL19_5214-4-38,07_02,EL19_5214-4-38,156.66121372031662,150.8622691292876,145.4807387862797,25.167700458352854,24.401138298992475,25.083861951336655
161,07_02_EL19_5215-4-39,07_02,EL19_5215-4-39,148.06792287467135,145.18667835232253,138.19675723049957,27.192886541416904,24.36987089008547,25.0900234133206
162,07_02_EL19_5216-4-40,07_02,EL19_5216-4-40,130.2263868065967,132.97788605697153,122.89467766116941,36.79888522284468,30.003285004981123,33.46268903889574
163,07_02_EL19_5217-4-41,07_02,EL19_5217-4-41,150.11161904761906,149.3497142857143,140.76990476190477,28.13550816986911,25.007475728959424,27.625317447106855
164,07_02_EL19_fill-5-1,07_02,EL19_fill-5-1,140.51175059952038,141.7534772182254,132.8484412470024,30.357553851861514,26.2274424354251,28.81656616137736
165,07_02_EL19_fill-5-2,07_02,EL19_fill-5-2,151.26782077393077,148.91446028513238,141.15071283095722,22.26381815216429,22.109342842359396,22.822170060201724
166,07_02_EL19_5256-5-3,07_02,EL19_5256-5-3,137.58326253186067,139.42438402718776,127.72557349192863,30.4024303146454,25.576689347445015,29.80483849968422
167,07_02_EL19_5255-5-4,07_02,EL19_5255-5-4,141.2143785188393,141.51970550021653,132.83932438284972,29.96995088551583,25.558953782528523,28.66712219362044
168,07_02_EL19_5254-5-5,07_02,EL19_5254-5-5,136.1622596153846,137.4939903846154,129.0977564102564,31.934359561191673,26.666153292237635,29.858155970023002
169,07_02_EL19_5253-5-6,07_02,EL19_5253-5-6,134.20730315709395,136.3571700266261,128.1936097375428,30.841755111594114,25.01253580186038,28.29949935718694
170,07_02_EL19_5252-5-7,07_02,EL19_5252-5-7,145.60597719229256,143.6158081006685,138.2473456547385,23.167311179679412,21.939241295471213,22.819903624020583
171,07_02_EL19_5251-5-8,07_02,EL19_5251-5-8,141.40118508191009,140.2112234227954,134.943882886023,25.706117473911522,23.151372583768765,24.97175507059256
172,07_02_EL19_5250-5-9,07_02,EL19_5250-5-9,138.4333082140166,138.39035418236625,133.35493594574228,24.127892181788837,21.654620190622158,22.976607274500516
173,07_02_EL19_5249-5-10,07_02,EL19_5249-5-10,140.40136298421808,139.90028694404592,134.52690100430416,26.829378065555773,24.373574717664273,25.895576940243277
